date,description,endtime,event_id,location,owner,speaker,starttime,summary,title,url,date_dt
"September 19, 2019, 6:30pm","Dr. Robert Vitalis, Professor in Comparative International Relations, Department of Political Science, University of Pennsylvania will discuss the myth of a special US-Saudi relationship, its origin and why we tend to believe in it.",07:30 PM,,,Middle East Center,,06:30 PM,,No Deal: Where Does the Myth of a US-Saudi Special Relationship Come from and Why Do we Believe It?,https://www.sas.upenn.edu/mec/events/2019/september/no-deal-where-does-myth-us-saudi-special-relationship-come-and-why-do-we-belie,19-09-2019
"September 24, 2019, 5:30pm","Dr. Seth Anziska, Associate Professor of Jewish-Muslim Relations, University College London, will give a talk based on his recent book Preventing Palestine: A Political History from Camp David to Oslo (2018). In this book based on newly declassified international sources, Dr. Anziska charts the emergence of the peace process and examines how events in the 1970s and 1980s contributed to the persistance of Palestinian statelessness and broader regional upheaval in the Middle East today.",06:30 PM,,,Middle East Center,,05:30 PM,,Preventing Palestine: A Political History from Camp David to Oslo,https://www.sas.upenn.edu/mec/events/2019/september/preventing-palestine-political-history-camp-david-oslo,24-09-2019
"September 25, 2019, 12:00pm","Dr. Keren Friedman-Peleg, Visiting Assistant Professor, Katz Center for Advanced Judaic Studies, University of Pennsylvania, will address the politics of trauma on the border of Israel and Gaza. Light lunch and refreshments will be served.",01:00 PM,,,Middle East Center,,12:00 PM,,A Constant State of Emergency: The Politics of Trauma on the Border of Israel and Gaza,https://www.sas.upenn.edu/mec/events/2019/september/constant-state-emergency-politics-trauma-border-israel-and-gaza,25-09-2019
"September 25, 2019, 4:30pm","Join us for an evening with Hisham Matar, Pulitzer winning Libyan memoirist and novelist. Matar's father, Jaballa Matar, a Libyan businessman who became a prominent critic of the Muammar el-Qaddaffi's dictatorship in the late 1970s, was jailed in Tripoli's Abu Salim prison, a notorious torture site where approximately 1,270 prisoners were massacred in June 1996. Whether Jaballa Matar was among them has never been established as the Libyan regime has refused to disclose his fate. Hisham Matar's autobiography The Return (2017) for which he recieved the Pulitzer Prize deals with this trauma.
Hisham Matar will be in conversation with Heather Sharkey, Professor in the Department of Near Eastern Languages  and Civilizations, University of Pennsylvania and Eileen Ryan, Associate Professor of History, Temple University.",05:30 PM,,,Middle East Center,,04:30 PM,,"An evening with Hisham Matar, Pulitzer winning Libyan memoirist and novelist in conversation with Dr. Eileen Ryan and Dr. Heather Sharkey",https://www.sas.upenn.edu/mec/events/2019/september/evening-hisham-matar-pulitzer-winning-libyan-memoirist-and-novelist-conversati,25-09-2019
"September 26, 2019, 6:00pm","Through finely crafted poems Ahmad Almallah replicates his own verbal and cultural experience of existing between languages and socities. There is a sense of displacement to these poems as Almallah recounts the amusing, sad, and perilous moments of day-to-day living in exile.",07:00 PM,,,Middle East Center,,06:00 PM,,"Bitter English, Book Talk, Ahmad Almallah in conversation with Esraa Al-Shammari",https://www.sas.upenn.edu/mec/events/2019/september/bitter-english-book-talk-ahmad-almallah-conversation-esraa-al-shammari,26-09-2019
"October 2, 2019, 5:30pm","Based on more than 150 interviews with trade unionists, activists, politicians, and workers in Tunisia and Egypt, Dr. Ian Hartshorn explores how disgruntled workers broke away from their captured unions to create new, revolutionary movements among the working classes.",06:30 PM,,,Middle East Center,,05:30 PM,,"Breaking Away, Breaking Apart: Labor Politics in North Africa",https://www.sas.upenn.edu/mec/events/2019/october/breaking-away-breaking-apart-labor-politics-north-africa,02-10-2019
"October 3, 2019, 1:30pm","The Israeli writer Judith Katzir will be in conversation with Dr. Nili Gold, Professor of Modern Hebrew, Language and Literature, University of Pennsylvania. She will address the literary innovations brought by the wave of female authors in the 1980s and 1990s and women authors as tellers of history in Israeli literature.",02:30 PM,,,Middle East Center,,01:30 PM,,"Judith Katzir: Acclaimed Israeli writer in conversation with Dr. Nili Gold, Professor of Modern Hebrew Language and Literature, University of Pennsylvania",https://www.sas.upenn.edu/mec/events/2019/october/judith-katzir-acclaimed-israeli-writer-conversation-dr-nili-gold-professor-moder,03-10-2019
"October 3, 2019, 5:30pm","Where do We Go Now ? is a comedy from director Nadine Labaki which explores the lives of Christians and Muslims in a small Lebanese village, as the women conspire to avert sectarian strife through a series of plots. The film will be presented by Dr. Huda Fakhreddine, Assistant Professor in Arabic Literature, University of Pennsylvania. Chef Osama Herkal, a Syrian chef recently resettled in Philadelphia will share stories and food from his native country.",06:30 PM,,,Middle East Center,,05:30 PM,,"Where do We Go Now ? (Nadine Labaki, Lebanon, 2012), film screening and Syrian food tasting, with Dr. Huda Fakhreddine and Osama Herkal, a resettled Syrian chef  ",https://www.sas.upenn.edu/mec/events/2019/october/where-do-we-go-now-nadine-labaki-lebanon-2012-film-screening-and-syrian-food-tas,03-10-2019
"October 10, 2019, 6:30pm","Since the late 20th century, Algerians have lived through civil war and political uncertainty. While Algeria missed the Arab Uprisings of 2011, waves of demonstrations contributed to the resignation of an ailing president who many believed was a thin front for military rule. Extensive oil and gas resources have enabled Algerian governments to insulate themselves from political pressure, but public focus on the military is high. An educated poulation in contact with the world , an underperforming economy, a diverse civil society - Surely Algeria will be able to make a transition to a more representative and accountable government?",07:30 PM,,,Middle East Center,,06:30 PM,,Algeria's Long Transition? The Struggle for Accountable Government in a Wide-Awake Petro State,https://www.sas.upenn.edu/mec/events/2019/october/algerias-long-transition-struggle-accountable-government-wide-awake-petro-state,10-10-2019
"October 14, 2019, 5:30pm","Join us for a book talk with author August Thomas who will be in conversation with Ali Noori, PhD candiate in religious studies at the University of Pennsylvania about Liar's Candle (2018): a spy-novel set in Ankara, Turkey.",06:30 PM,,,Middle East Center,,05:30 PM,,Liar's Candle: Book talk with August Thomas,https://www.sas.upenn.edu/mec/events/2019/october/liars-candle-book-talk-august-thomas,14-10-2019
"October 17, 2019, 5:30pm","Please join us for a talk by Dr. Hisham Aidi,Senior Lecturer in International Relations, Columbia University's School of International and Public Affairs, who will discuss race, music and the Global Andalus.",06:30 PM,,,Middle East Center,,05:30 PM,,"From Salsa to Jalsa: Race, Music and the Global Andalus",https://www.sas.upenn.edu/mec/events/2019/october/salsa-jalsa-race-music-and-global-andalus,17-10-2019
"October 18, 2019, 9:30am","Program Overview: 
9:30-10:00: Introduction and Overview of terms (Jonathan Lahdo) 
10:00-10:40: Syriac Language (Dr. Gross) 
Break: 10:40-10:50 
10:50-11:30: Ancient History and Literature (Dr. Gross) 
11:30-12:10: Material Culture (Dr. Durmaz) 
12:10-1:00: Lunch (Light Assyrian fare and refreshments)
1:00-1:40: Modern Community (Dr. George Kiraz) 
1:40-2:00: Future Directions (Dr. Durmaz/Dr. Gross)",10:30 AM,,,Middle East Center,,09:30 AM,,Syriac Language Workshop: One-day workshop on Assyrian language and culture,https://www.sas.upenn.edu/mec/events/2019/october/syriac-language-workshop-one-day-workshop-assyrian-language-and-culture,18-10-2019
"October 22, 2019, 5:30pm","In the wake of the Arab Uprisings and the military coup, Egypt's Copts encounter promises of national unity and perils of sectarian exclusion. Based on fieldwork, this lecture analyzes how religious practices of mediation shape Christian-Muslim belonging under the post-1952 Egyptian state.",06:30 PM,,,Middle East Center,,05:30 PM,,Copts and Christian-Muslim Mediation: National Unity and Sectarian Exclusion in Egypt,https://www.sas.upenn.edu/mec/events/2019/october/copts-and-christian-muslim-mediation-national-unity-and-sectarian-exclusion-egyp,22-10-2019
"October 24, 2019, 5:30pm","Sultan Sooud Al-Qassemi, a Director's Fellow at MIT Media Lab, UAE-based columnist and Founder of the Barjeel Art Foundation, will give a talk addressing the politics of modern Middle Eastern Art.",06:30 PM,,,Middle East Center,,05:30 PM,,The Politics of Modern Middle Eastern Art,https://www.sas.upenn.edu/mec/events/2019/october/politics-modern-middle-eastern-art,24-10-2019
"October 29, 2019, 5:30pm","Since Abdel Fattah al-Sisi came to power six years ago, he has led the region's most populous country into a new autocratic era. How is al-Sisi's Egypt different from that of Hosni Mubarak, who ruled from 1981 to 2011? What are the major features of politics, economy, and foreign policy? Is Egypt still important to the United States, and what is the U.S. role in its trajectory? These questions will be addressed in this conversation between Amy Hawthorne, Dr. Nada Mattar and PhD candidate Nicholas Foretek.",06:30 PM,,,Middle East Center,,05:30 PM,,A New Authoritarianism: Egypt in the Age of Al-Sisi,https://www.sas.upenn.edu/mec/events/2019/october/new-authoritarianism-egypt-age-al-sisi,29-10-2019
"November 4, 2019, 5:30pm","Forty years to the day since he was taken hostage by student radicals at the U.S. Embassy in Tehran, John Limbert reflects on the experiences of that day and the direction U.S.-Iran relations have taken since.
During a 34-year career in the U.S. Foreign Service, Limbert has served as deputy assistant secretary of state for Iran (2009-2010), and as ambassador to Mauritania (2000-2003). From 1979 to 1981, Limbert was among 52 Americans held hostage after the seizure of the U.S. embassy in Tehran.
John Limbert will be in conversation with Dr. John Ghazvinian, Associate Director, Middle East Center, about the former's experiences as a hostage during the 1979 Iranian hostage crisis.",06:30 PM,,,Middle East Center,,05:30 PM,,The Iranian Hostage Crisis at 40: Reflections of a Former Hostage: A conversation with ambassador John W. Limbert,https://www.sas.upenn.edu/mec/events/2019/november/iranian-hostage-crisis-40-reflections-former-hostage-conversation-ambassador-jo,04-11-2019
"November 12, 2019, 5:30pm","Much of the literature on the destruction of the Ottoman Armenians tells the story of a state captured by a radical party that enforced genocidal measures throughout the land. Scholarship about genocidal activity at the local level, however is still in its infancy. The aim of this talk is to examine such activity on the Ottoman periphery, focusing on the district of Aintab (or Anteb) – modern-day Gaziantep. Drawing upon primary sources from Ottoman, Armenian, British and French archives, as well as from memoirs and personal papers, the first part of the talk examines the efforts of some of Aintab’s most prominent citizens to get the central government to expel the district’s Armenians. The second part of the argument focuses on events after the genocide.",06:30 PM,,,Middle East Center,,05:30 PM,,Making an Elite on the Ottoman Periphery: Robbing the Armenians of Aintab,https://www.sas.upenn.edu/mec/events/2019/november/making-elite-ottoman-periphery-robbing-armenians-aintab,12-11-2019
