date,description,endtime,event_id,location,owner,speaker,starttime,summary,title,url,date_dt
"Monday, September 30, 2019 - 4:30pm",,"Monday, September 30, 2019 - 6:00pm",,"PCPSE Room TBD 
          United States",Department of Economics,"Joshua Chan

      Purdue","Monday, September 30, 2019 - 4:30pm",,,https://economics.sas.upenn.edu/events/econometrics-seminar,30-09-2019
"Monday, October 7, 2019 - 4:30pm",,"Monday, October 7, 2019 - 6:00pm",,"PCPSE Room TBD 
          United States",Department of Economics,,"Monday, October 7, 2019 - 4:30pm",,,https://economics.sas.upenn.edu/events/econometrics-seminar-reserved-penn-student-0,07-10-2019
"Monday, October 14, 2019 - 4:30pm",,"Monday, October 14, 2019 - 6:00pm",,"PCPSE Room TBD 
          United States",Department of Economics,"George Kapetanios

      King's College London","Monday, October 14, 2019 - 4:30pm",,,https://economics.sas.upenn.edu/events/econometrics-seminar-4,14-10-2019
"Monday, October 21, 2019 - 4:30pm",,"Monday, October 21, 2019 - 6:00pm",,"PCPSE Room TBD 
          United States",Department of Economics,,"Monday, October 21, 2019 - 4:30pm",,,https://economics.sas.upenn.edu/events/econometrics-seminar-reserved-penn-student-1,21-10-2019
"Monday, October 28, 2019 - 4:30pm",,"Monday, October 28, 2019 - 6:00pm",,"PCPSE Room TBD 
          United States",Department of Economics,,"Monday, October 28, 2019 - 4:30pm",,,https://economics.sas.upenn.edu/events/econometrics-seminar-reserved-penn-student,28-10-2019
"Monday, November 11, 2019 - 12:00pm",,"Monday, November 11, 2019 - 1:30pm",,"PCPSE ROOM TBD 
          United States",Department of Economics,"Roger Moon

      University of Southern California","Monday, November 11, 2019 - 12:00pm",,,https://economics.sas.upenn.edu/events/econometrics-lunch-1,11-11-2019
"Friday, October 25, 2019 - 9:00am to 5:00pm",,5:00pm,,Venue TBD,Earth and Environmental Science,TBD,9:00am,,Penn Symposium on Environmental Justice and Health Disparities in the U.S.,https://www.sas.upenn.edu/earth/events/penn-symposium-environmental-justice-and-health-disparities-us,25-10-2019
"Friday, November 15, 2019 - 2:00pm",,,,358 Hayden Hall,Earth and Environmental Science,"Michael Foote, University of Chicago, Department of Geophysical Sciences",2:00pm,,"""Diversity-dependent evolution in marine animals""",https://www.sas.upenn.edu/earth/events/diversity-dependent-evolution-marine-animals,15-11-2019
"Wednesday, May 8, 2019 - 12:00pm",,2:00pm,,309 McNeil Building,Sociology Department,,12:00pm,,Faculty Meeting (Standing Faculty Only),https://sociology.sas.upenn.edu/content/faculty-meeting-standing-faculty-only-40,08-05-2019
EDT May 15,Please join us for the next CPeRT - Research In Progress Series on May 15 from 12-1 in 252 BRB., 1:00pm,,"252 BRB Seminar Room, 421 Curie Boulevard, Philadelphia, PA 19104",Clinical Epidemiology and Biostatistics (CCEB),,12:00pm ,,CPeRT - Research in Progress Series,http://events.med.upenn.edu/cceb/#!view/event/event_id/668687,15-05-2019
EDT May 23,"“Metformin Pharmacoepidemiology: Some Interesting Facts About Prescribing Patterns and Some Attempts at Causal Inference”


  James H. Flory, MD, MSCE


  Assistant Professor in the Department of Health Policy and Research at Weill Cornell Medical College, and an Assistant Attending on the Endocrinology Service at Memorial Sloan Kettering Cancer Center


  I am an endocrinology fellow and board certified internist. My time and expertise are divided between patient care and academic research. 

  Clinically, my focus is in type 2 diabetes, with secondary interests in type 1 diabetes, bone health, and thyroid disease. I have particularly extensive experience managing these conditions in oncology patients.

  As a researcher, I am a specialist in using observational data (rather than clinical trial data) to study the safety and comparative effectiveness of medical treatments. I collaborate on projects in this area with investigators at Weill Cornell Medical College, Memorial Sloan Kettering Cancer Center, the Perelman School of Medicine at the University of Pennsylvania, and the Food and Drug Administration. Some specific areas that I study are the safety and tolerability of metformin (the most widely used diabetes medication) and the optimal choice of second line drugs for diabetes after metformin. Methodologically my particular interests include the analysis of ‘messy’ longitudinal biomarker data using mixed linear models, missing data issues, instrumental variables, and simulation of clinical trials using observational results.", 10:00am,,"John Morgan Building, “Class of 62” 3620 Hamilton Walk, Philadelphia, PA 19104",Clinical Epidemiology and Biostatistics (CCEB),,9:00am ,,"CCEB Seminar- James Flory, MD, MSCE",http://events.med.upenn.edu/cceb/#!view/event/event_id/705922,23-05-2019
EDT June 13,"“Acute Care Implementation Science: Narrowing the Evidence-to-Practice Gap For Our Most Vulnerable Patients”


  Meghan Brooks Lane-Fall, MD, MSHP, FCCM


  Assistant Professor Of Anesthesiology And Critical Care At The Hospital Of The University Of Pennsylvania


  I am a physician-researcher with a specific interest in acute care implementation science and improvement science. My areas of methodological expertise include mixed methods, qualitative research, and survey research. My areas of content expertise include patient handoffs and care transitions, human factors, critical care medicine, anesthesiology, and perioperative care.", 10:00am,,"John Morgan Building, “Class of 62” 3620 Hamilton Walk, Philadelphia, PA 19104",Clinical Epidemiology and Biostatistics (CCEB),,9:00am ,,"CCEB Seminar- Meghan Brooks Lane-Fall, MD, MSHP, FCCM",http://events.med.upenn.edu/cceb/#!view/event/event_id/705929,13-06-2019
,,4:00 PM,,,CIS,,3:00 PM,,,http://www.cis.upenn.edu/about-cis/events/index.php,
"Thursday, January 17","Abstract: Memory systems are on the verge of a renaissance:  Scalable, persistent main memories (e.g., Intel’s 3DXPoint) are the first new technology to enter the upper layers of the memory hierarchy in 50 years.  They bring a fundamentally new capability (i.e., persistence), a dramatic increase in capacity, and an array of complications (e.g., asymmetric read and write performance, power limitations, and wear out).  This combination of characteristics raises a deceptively simple but fundamental question:  What should we do with persistent main memory?  In this talk, I will describe several potential answers and the systems  my group has built to help understand how different answers affect performance, programmability, and other aspects of system design.   I’ll also highlight the central challenges that these memories present and try to summarize what we have learned about them.  Finally, I’ll describe what I see as the most interesting avenues for future work.              
Bio: Steven Swanson is a professor in the Department of Computer Science and Engineering at the University of California, San Diego and the director of the Non-volatile Systems Laboratory.  His research interests include the systems, architecture, security, and reliability issues surrounding heterogeneous memory/storage systems, especially those that incorporate non-volatile, solid-state memories.  He has received an NSF CAREER Award, Google Faculty Awards,  a Facebook Faculty Award, and been a NetApp Faculty Fellow.  He is a co-founder of the Non-Volatile Memories Workshop. In previous lives, he worked on low-power co-processors for irregular applications and building scalable dataflow architectures. He received his Ph.D. from the University of Washington in 2006 and his undergraduate degree from the University of Puget Sound in 1999.",4:00 PM,,,CIS,,3:00 PM,,"Steve Swanson Computer Science & Engineering University of California, San Diego ""What Should We Do With Persistent Main Memory?""",http://www.cis.upenn.edu/about-cis/events/index.php,17-01-2019
"Tuesday, January 29","Abstract: Correctness and security problems in modern computer systems can result from problematic hardware event orderings and interleavings during an application’s execution. Since hardware designs are complex and since a single user-facing instruction can exhibit a variety of different hardware execution sequences, analyzing and verifying systems for correct event orderings is challenging.  My work addresses these challenges by combining hardware architecture and systems approaches with formal methods to support the specification, analysis, and verification of implementation-aware event ordering scenarios, with the specific goal of automatically synthesizing implementation-aware programs capable of violating correctness or security guarantees. In this talk, I will present two formal, early-stage verification tools and techniques rooted in this approach. TriCheck conducts axiomatic full-stack memory consistency model (MCM) verification (from high-level programming languages down through hardware implementations). Using rigorous and efficient formal approaches, TriCheck identified flaws in RISC-V’s draft MCM specification and two counterexamples to a previously proven-correct compiler mapping scheme from C11 to IBM Power and ARMv7. Noting that MCM and security analysis are amenable to similar approaches, CheckMate uses related axiomatic techniques to evaluate susceptibility of a hardware design and its related system support to formally-specified classes of security exploits; in response, it synthesizes proof-of-concept exploit code when a design is susceptible. CheckMate automatically synthesized programs representative of Meltdown and Spectre attacks as well as new exploits, MeltdownPrime and SpectrePrime, that I have demonstrated on Intel hardware.
Bio: Caroline Trippel is a Ph.D. candidate in the Computer Science Department at Princeton University. She is advised by Professor Margaret Martonosi on her computer architecture dissertation research, specifically on the topic of concurrency and security verification in heterogeneous parallel systems. Her work bridges computer architecture and formal methods and demonstrates the importance of that bridge in specifying and verifying the correct and secure execution of software running on such systems. Trippel has influenced the design of the RISC-V ISA memory consistency model (MCM) both via full-stack MCM analysis of its draft specification and her subsequent participation in the RISC-V Memory Model Task Group; she received recognition for this work via the 2017-2018 NVIDIA Graduate Research Fellowship. Additionally, Trippel has developed a novel methodology and tool that synthesized two new variants of the recently publicized Meltdown and Spectre attacks; this work lead to a funded collaboration with Intel on side-channel attack research. She received her B.S. in Computer Engineering from Purdue University in 2013 and her M.A. in Computer Science from Princeton University in 2015. She will receive her Ph.D. in Computer Science from Princeton University in Spring 2019.",4:00 PM,,,CIS,,3:00 PM,,"Caroline Trippel Department of Computer Science Princeton University Title: ""Made to Order: Verifying Correctness and Security of Hardware through Event Orderings""",http://www.cis.upenn.edu/about-cis/events/index.php,29-01-2019
